transcript	RIBO_GMP_Ven_A	RIBO_GMP_Ven_B	RIBO_GMP_vehicle_A	RIBO_GMP_vehicle_B	RIBO_HSC_Ven_A	RIBO_HSC_Ven_B	RIBO_HSC_vehicle_A	RIBO_HSC_vehicle_B	RIBO_GMP_Ven_A_21	RIBO_GMP_Ven_B_21	RIBO_GMP_vehicle_A_21	RIBO_GMP_vehicle_B_21	RIBO_HSC_Ven_A_21	RIBO_HSC_Ven_B_21	RIBO_HSC_vehicle_A_21	RIBO_HSC_vehicle_B_21
Fam129a	63	25	42	63	45	30	84	97	18	4	5	18	32	21	33	31
Fam129b	26	5	23	14	44	8	38	38	3	1	5	2	38	14	14	18
Fam129c	3	1	2	0	4	5	3	2	3	0	1	1	5	2	5	3
Fam131a	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0
Fam131b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam131c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam133b	226	89	115	137	114	33	153	130	46	27	33	29	71	18	63	43
Fam135a	0	0	0	1	4	0	1	4	0	0	0	0	3	1	0	0
Fam135b	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fam136a	69	15	28	32	24	5	33	27	9	8	13	3	19	5	10	8
Fam13a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fam13b	164	54	114	83	155	40	178	119	77	25	70	42	170	31	131	100
Fam13c	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fam149a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam149b	18	6	12	15	19	2	8	10	8	3	6	4	17	2	6	8
Fam151a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam151b	29	5	18	16	19	2	18	12	4	2	1	0	9	1	4	5
Fam155a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam160a1	4	2	7	4	0	0	1	0	0	0	1	1	0	1	2	1
Fam160a2	69	25	46	49	31	5	64	38	26	12	27	23	45	9	41	19
Fam160b1	90	53	70	84	78	34	97	71	29	12	17	14	67	21	44	30
Fam160b2	46	15	31	42	37	5	38	21	7	6	9	8	27	0	11	6
Fam161a	5	2	1	2	1	0	2	1	2	0	2	4	9	0	4	1
Fam161b	4	0	2	6	7	1	5	8	1	1	1	3	4	0	3	1
Fam162a	152	74	83	103	55	14	70	80	34	13	18	24	27	5	18	17
Fam162b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam163a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam163b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam166a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam166b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam167a	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam167b	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fam168a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam168b	2	0	0	2	0	1	1	2	2	1	3	2	3	0	1	2
Fam169a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam169b	11	5	6	12	3	0	6	5	4	1	1	1	7	0	4	2
Fam170a	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0
Fam170b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam171a1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Fam171a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam171b	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam172a	135	64	118	101	91	30	72	73	28	13	19	17	43	11	27	24
Fam173a	54	37	45	61	23	9	35	42	15	5	13	13	19	3	15	15
Fam174a	32	10	18	17	32	6	29	33	11	3	7	6	30	6	18	16
Fam174b	3	0	0	2	10	3	20	10	0	0	0	1	14	2	6	7
Fam177a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam178b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam180a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam181a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam181b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam183b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam184a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Fam184b	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fam185a	10	3	9	7	6	4	10	7	7	0	1	1	6	2	0	0
Fam186a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam186b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fam187a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam187b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	2	0	1	1	0	1	1	1	0	0	2	0	2	2	0	0
Fam192a	229	64	120	149	98	44	126	106	47	15	38	27	122	25	61	28
Fam193a	170	81	118	120	152	70	101	93	62	23	56	37	147	45	70	58
Fam193b	27	18	20	26	18	16	25	21	14	7	12	11	42	9	26	13
Fam199x	11	8	9	13	7	1	7	10	7	1	5	7	6	4	9	3
Fam204a	25	25	21	19	32	7	21	12	16	5	13	6	39	6	14	14
Fam205a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam205a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam205a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam205a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam205c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam207a	66	22	27	33	25	7	31	19	14	9	10	5	6	1	6	5
Fam209	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam20a	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Fam20b	36	12	11	16	12	3	17	12	11	6	5	4	28	1	13	11
Fam20c	7	3	3	3	1	0	2	1	0	1	1	0	3	0	0	1
Fam210a	46	14	24	26	31	11	27	18	14	2	6	5	19	6	5	12
Fam210b	2	0	0	2	0	0	0	4	1	0	0	0	1	0	1	1
Fam214a	8	5	10	7	19	6	17	14	1	1	3	4	22	0	10	9
Fam214b	3	2	2	5	1	0	5	2	2	0	2	5	11	0	5	2
Fam216a	23	11	17	25	17	4	14	19	11	1	7	4	18	2	10	8
Fam216b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam217a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam217b	16	5	7	10	8	2	7	3	7	3	7	1	10	2	8	2
Fam219a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam219b	1	2	1	4	2	0	1	4	1	1	0	0	2	1	0	1
Fam220a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam221a	32	11	24	14	7	3	12	9	8	2	2	7	5	0	5	1
Fam221b	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fam222a	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Fam222b	11	4	9	2	6	1	2	1	2	1	5	2	8	3	8	5
Fam227a	3	0	0	2	1	0	1	1	0	0	0	1	1	0	0	2
Fam227b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam228a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam228b	3	0	5	2	3	0	3	1	1	0	2	0	1	0	1	0
Fam229a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam229b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam234a	15	10	21	26	18	4	23	30	7	4	5	6	20	5	13	15
Fam234b	35	21	16	33	13	7	28	29	8	3	5	5	7	4	11	16
Fam240a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam240b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam241a	9	2	0	5	3	0	5	2	1	0	3	0	4	0	2	2
Fam241b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam24a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam24b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam25c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam32a	176	102	134	143	98	35	150	138	48	23	40	41	57	16	63	44
Fam3a	16	9	10	14	4	3	9	6	6	1	0	3	6	1	2	1
Fam3b	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0
Fam3c	114	41	64	84	67	11	85	88	27	10	14	26	46	7	19	22
Fam43a	34	10	18	22	25	9	31	32	10	4	13	8	44	6	36	28
Fam43b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam45a	47	20	27	28	17	4	23	19	7	3	6	6	10	3	11	7
Fam47c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam47e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam49a	41	21	33	33	34	13	61	54	5	3	5	4	12	7	13	9
Fam49b	576	191	308	346	328	90	293	274	162	54	111	108	231	52	116	127
Fam50a	306	136	162	187	194	71	182	172	41	20	37	36	121	27	55	48
Fam50b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam53a	10	5	8	3	8	1	2	4	5	2	3	4	20	2	4	11
Fam53b	23	6	18	19	27	11	34	27	14	2	7	5	26	4	20	15
Fam53c	7	4	3	6	9	3	9	3	4	1	7	1	12	5	11	8
Fam57a	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
Fam57b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71b	2	0	1	0	1	0	0	0	0	0	0	1	0	0	2	1
Fam71d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71e1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fam71e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71f2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
Fam72a	7	0	4	1	2	0	2	1	0	0	1	0	1	0	0	0
Fam76a	85	24	50	44	31	8	31	29	18	6	21	21	34	8	19	21
Fam76b	132	59	72	98	78	7	78	80	27	12	30	21	68	13	37	25
Fam78a	14	1	3	2	14	4	13	9	2	0	1	3	13	2	7	5
Fam78b	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Fam81a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam81b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83a	2	3	6	4	16	5	13	13	1	2	0	1	14	3	5	11
Fam83b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83d	28	14	21	17	10	7	14	13	6	0	2	2	12	3	0	3
Fam83e	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Fam83f	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83h	1	0	0	2	1	2	1	0	2	0	0	1	5	0	3	1
Fam89a	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Fam89b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam8a1	14	4	4	8	5	2	6	6	0	3	5	3	8	3	7	8
Fam90a1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam90a1b	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Fam91a1	107	47	98	83	134	18	95	68	46	12	35	20	132	16	40	24
Fam92a	13	0	4	11	4	0	1	3	0	0	2	0	4	0	1	1
Fam92b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam98a	97	50	77	67	46	32	39	52	22	6	18	15	29	12	23	8
Fam98b	110	62	94	91	88	29	96	83	26	9	15	16	49	12	20	14
Fam98c	45	14	21	27	13	3	24	27	9	7	12	11	28	6	23	12
Fan1	22	10	14	20	17	5	15	16	5	0	3	5	21	2	7	4
Fanca	142	62	116	103	125	32	78	65	50	26	52	34	159	27	37	29
Fancb	37	18	26	24	16	5	24	16	7	1	4	4	14	4	6	3
Fancc	19	6	11	10	10	4	5	3	5	2	7	4	13	1	6	3
Fancd2	84	42	53	39	110	66	38	45	21	13	17	14	61	35	23	28
Fancd2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fance	12	8	15	20	9	2	11	7	3	2	6	3	7	4	7	5
Fancf	33	15	21	30	21	7	28	28	10	2	9	5	37	3	14	20
Fancg	56	26	32	38	53	8	46	56	15	7	17	11	54	10	30	21
Fanci	118	57	74	83	119	57	77	80	25	5	26	20	82	25	30	24
Fancl	53	22	39	38	31	8	25	27	7	4	10	4	8	1	9	8
Fancm	130	44	83	71	78	14	47	42	32	18	21	26	99	14	28	16
Fank1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fap	2	0	0	3	0	0	2	1	0	0	0	2	1	0	1	1
Far1	193	87	139	135	217	106	171	152	43	24	31	30	103	53	64	52
Far2	19	7	16	20	20	6	29	33	3	4	9	4	9	6	4	13
Farp1	1	0	0	0	0	3	2	0	1	0	1	0	0	0	1	0
Farp2	15	3	9	6	3	3	5	3	3	1	1	2	4	2	0	1
Fars2	25	15	19	19	32	8	17	28	10	5	6	3	24	4	16	16
Farsa	406	186	241	241	182	63	236	179	104	61	99	80	163	40	108	85
Farsb	209	94	152	121	183	64	119	100	45	30	50	27	94	40	34	35
Fas	121	75	93	126	23	13	71	68	18	12	26	26	14	6	11	14
Fasl	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1
Fasn	227	99	145	123	294	136	124	125	60	31	55	27	243	91	78	57
Fastk	6	2	7	5	9	2	4	8	2	0	4	3	24	3	6	7
Fastkd1	32	9	21	13	20	2	13	10	6	1	8	12	18	7	9	4
Fastkd2	69	27	56	50	48	14	42	33	11	8	16	9	18	4	9	10
Fastkd3	28	7	30	18	30	6	20	13	7	6	8	4	18	6	10	7
Fastkd5	60	23	32	26	21	4	16	16	10	5	5	7	14	3	6	5
Fat1	3	2	2	5	3	0	0	0	2	3	3	0	2	0	4	4
Fat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fat3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
Fat4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fate1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fau	446	216	262	312	203	80	209	217	186	68	104	135	192	62	170	127
Faxc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbf1	35	11	22	16	27	5	27	29	14	2	17	6	30	7	28	16
Fbh1	231	99	187	190	248	65	216	204	66	28	65	44	169	34	89	76
Fbl	263	170	174	205	153	53	137	153	61	22	48	27	132	20	53	42
Fblim1	2	0	2	1	0	0	0	2	0	0	0	1	2	0	2	2
Fbll1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fbln1	1	1	2	2	1	1	2	1	0	0	0	0	0	0	0	1
Fbln2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0
Fbln5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Fbln7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbn1	3	2	0	1	1	0	0	0	0	0	1	0	1	0	1	1
Fbn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbp1	46	19	48	36	12	13	26	34	6	3	23	9	8	6	10	8
Fbp2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbrs	40	18	27	24	26	5	41	39	21	9	16	11	71	6	26	31
Fbrsl1	23	7	21	13	19	7	22	14	11	8	15	7	39	9	28	21
Fbxl12	1	0	4	1	1	0	1	1	0	0	2	1	0	1	1	1
Fbxl13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl14	60	22	26	27	51	10	37	36	23	11	17	13	63	11	21	27
Fbxl15	6	2	5	2	1	0	6	5	2	1	1	0	7	1	4	3
Fbxl16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl17	36	3	21	20	21	5	16	15	8	5	6	8	22	4	8	10
Fbxl18	5	0	1	3	5	1	1	4	1	1	0	0	5	1	1	2
Fbxl19	14	2	12	14	20	6	16	3	8	3	11	2	33	7	16	10
Fbxl2	4	0	5	4	1	2	1	4	5	2	1	4	1	0	2	2
Fbxl20	25	9	12	18	19	3	15	20	8	3	11	4	13	6	18	13
Fbxl21	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
Fbxl22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Fbxl3	21	12	13	20	15	1	20	13	6	4	5	5	15	2	10	6
Fbxl4	31	8	21	21	11	4	9	16	4	3	3	2	14	0	7	4
Fbxl5	141	40	74	69	62	10	77	77	41	14	32	28	66	6	60	37
Fbxl6	33	17	20	28	15	5	19	25	4	0	8	3	19	6	5	4
Fbxl7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl8	3	1	0	2	0	0	1	0	1	0	0	0	2	1	2	0
Fbxo10	7	2	3	2	1	1	1	2	1	1	0	1	6	0	1	0
Fbxo11	125	34	71	66	84	21	81	64	31	10	27	19	66	18	33	39
Fbxo15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo16	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
Fbxo17	1	2	3	6	4	1	10	8	0	2	0	0	15	3	9	5
Fbxo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo21	56	9	33	29	20	12	52	20	4	4	4	4	19	4	7	10
Fbxo22	204	90	109	132	174	45	157	158	51	22	34	27	126	28	72	49
Fbxo24	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Fbxo25	24	9	9	14	6	1	6	9	0	1	5	5	4	0	1	2
Fbxo27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fbxo28	56	31	25	21	29	6	34	27	11	3	7	6	20	2	16	8
Fbxo3	298	148	208	210	199	59	200	227	65	31	49	82	125	34	86	84
Fbxo30	155	72	105	97	74	32	91	81	26	11	23	19	50	6	27	25
Fbxo31	25	15	35	20	38	14	29	26	11	2	9	6	36	7	17	10
Fbxo32	7	3	8	7	9	8	7	11	0	0	1	1	6	1	5	3
Fbxo33	11	4	5	10	13	5	22	19	4	2	3	1	16	2	12	6
Fbxo34	110	35	54	69	45	12	40	55	24	8	19	17	53	11	23	24
Fbxo36	3	1	0	2	2	1	1	1	1	0	0	0	2	0	1	0
Fbxo38	253	111	193	188	239	90	228	226	63	23	50	34	155	44	71	55
Fbxo39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo4	18	7	14	12	4	0	8	9	5	3	3	3	7	0	2	2
Fbxo40	2	1	0	0	1	0	1	1	0	0	0	0	3	0	1	0
Fbxo41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo42	88	27	47	52	45	10	58	42	20	6	14	10	52	11	30	21
Fbxo43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo44	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1
Fbxo45	18	5	9	6	8	2	10	12	4	2	5	6	12	3	7	3
Fbxo46	31	10	19	19	16	8	34	18	6	8	4	3	19	8	15	13
Fbxo47	3	1	2	3	2	0	3	1	0	0	1	2	0	0	1	1
Fbxo48	13	7	12	7	16	2	7	9	1	1	4	2	13	3	2	9
Fbxo5	134	59	71	103	86	26	69	74	28	17	20	21	45	14	43	20
Fbxo6	40	21	17	32	22	5	19	21	6	5	8	0	26	3	17	10
Fbxo7	62	23	38	49	45	18	35	34	12	5	13	14	32	9	15	12
Fbxo8	13	4	5	7	15	1	10	13	3	0	4	2	13	1	7	6
Fbxo9	49	9	46	26	88	12	62	39	17	11	35	12	88	16	56	40
Fbxw10	5	3	9	5	2	0	3	2	1	0	3	2	5	0	0	1
Fbxw11	98	41	60	81	83	21	77	58	24	10	21	9	37	10	26	25
Fbxw13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw17	9	5	3	7	7	2	10	11	7	0	1	2	8	2	7	2
Fbxw18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw2	28	14	17	22	48	2	22	12	16	1	10	9	43	3	19	18
Fbxw20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw4	5	8	8	12	17	0	14	12	8	1	3	1	22	4	6	3
Fbxw5	23	6	23	16	38	11	27	19	10	8	12	7	40	7	19	9
Fbxw7	8	1	3	7	23	8	4	8	10	4	7	2	29	2	15	5
Fbxw8	140	71	100	101	92	40	93	67	29	12	35	23	66	13	29	22
Fbxw9	6	5	3	7	5	2	1	1	2	1	3	3	5	0	3	2
Fcamr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcer1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcer1g	108	41	55	65	46	10	49	73	19	6	16	17	44	7	18	27
Fcer2a	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Fcf1	159	59	89	95	50	22	71	56	27	14	31	24	29	11	18	19
Fcgbp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcgr1	23	3	8	12	3	0	3	2	1	1	5	0	0	0	3	1
Fcgr2b	260	146	187	195	133	67	191	226	69	42	58	77	71	43	101	99
Fcgr3	280	145	198	215	108	50	156	176	82	49	85	63	75	34	77	79
Fcgr4	89	44	44	66	23	4	36	46	19	10	15	13	20	4	21	15
Fcgrt	26	9	25	18	13	6	47	42	2	0	4	4	14	3	10	12
Fcho1	173	43	95	119	84	24	84	79	70	17	52	46	133	35	64	47
Fcho2	323	181	259	261	154	46	200	146	85	54	94	85	85	20	80	58
Fchsd1	11	7	9	15	6	1	10	8	6	1	0	0	8	1	6	2
Fchsd2	70	25	47	42	62	19	48	56	14	7	11	7	55	14	22	23
Fcmr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcna	6	9	8	7	5	6	15	16	2	1	0	1	1	1	4	9
Fcnb	125	53	52	254	91	51	148	157	14	11	7	40	35	25	33	36
Fcor	14	5	2	12	4	1	8	5	4	1	0	4	4	1	3	3
Fcrl1	0	1	5	1	3	2	4	6	2	0	0	0	3	0	0	3
Fcrl5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fcrl6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcrla	1	0	0	0	1	6	1	3	0	0	1	1	0	3	0	1
Fcrlb	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcrls	3	3	3	4	1	0	5	5	0	0	1	0	1	0	1	1
Fcsk	24	11	21	25	19	5	21	19	11	6	14	12	34	5	10	12
Fdft1	128	76	72	86	41	19	77	73	8	8	14	12	27	7	17	13
Fdps	41	21	18	44	25	5	23	24	10	2	9	8	23	4	8	4
Fdx1	54	21	35	33	11	4	16	16	11	4	8	9	12	1	3	3
Fdx2	1	1	1	3	1	0	1	0	1	0	0	0	4	0	1	0
Fdxacb1	13	8	16	8	23	7	13	9	5	1	4	2	11	3	8	7
Fdxr	29	12	29	27	14	4	25	24	9	1	4	6	22	8	14	13
Fech	160	82	119	112	96	27	75	66	33	20	49	28	79	12	30	28
Fem1a	18	1	12	7	13	3	6	8	3	0	2	2	9	3	1	1
Fem1b	63	13	25	24	45	14	27	25	11	8	14	4	71	10	17	7
Fem1c	106	36	60	48	95	25	71	64	22	5	21	9	70	11	31	21
Fen1	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
Fer	74	25	43	46	11	3	4	4	8	5	10	6	7	6	8	3
Fer1l4	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0
Fer1l5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fer1l6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferd3l	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fermt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fermt2	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0
Fermt3	744	406	527	521	554	197	511	435	194	100	187	142	389	126	256	214
Fes	402	199	278	364	340	146	343	323	102	43	90	81	296	82	167	147
Fetub	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fev	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fez1	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	1
Fez2	40	20	32	35	47	18	47	54	5	5	9	5	30	11	19	23
Fezf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fezf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ffar1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ffar2	3	6	6	9	0	0	8	3	4	0	0	1	5	0	3	4
Ffar3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ffar4	0	0	1	2	0	0	2	1	1	0	0	1	0	0	0	1
Fga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgb	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgd1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Fgd2	20	9	12	21	24	10	31	21	10	4	8	4	25	9	21	14
Fgd3	169	66	94	139	100	41	172	142	44	19	22	40	67	27	59	47
Fgd4	370	107	217	200	190	50	196	143	106	35	86	50	138	36	104	64
Fgd5	0	0	0	0	0	0	0	0	3	2	5	6	3	0	5	1
Fgd6	17	5	13	10	25	3	16	12	7	1	3	2	12	2	10	8
Fgf1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Fgf10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf11	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1
Fgf12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fgf14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fgf15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
