	RNA_HSC_vehicle_B	RNA_HSC_Ven_A	RNA_HSC_vehicle_A	RNA_HSC_Ven_B	RNA_GMP_Ven_A	RNA_GMP_vehicle_A	RNA_GMP_Ven_B	RNA_GMP_vehicle_B
Osbpl9-218	2606.0	2590.0	3035.0	2331.0	2724.0	168.0	447.0	264.0
Calr4-201	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
Eps15-202	1644.0	1475.0	1837.0	1684.0	1556.0	162.0	262.0	144.0
Ttc39a-201	13.0	6.0	12.0	20.0	2.0	0.0	7.0	0.0
Rnf11-201	148.0	164.0	193.0	182.0	190.0	57.0	58.0	27.0
4930522H14Rik-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdkn2c-202	1304.0	1075.0	1462.0	1014.0	1226.0	837.0	582.0	672.0
Faf1-201	4417.0	3852.0	5095.0	3456.0	3980.0	918.0	1029.0	985.0
Dmrta2-201	5.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0
Elavl4-203	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Agbl4-206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bend5-201	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Spata6-201	340.0	186.0	317.0	254.0	65.0	13.0	24.0	12.0
Slc5a9-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint8-205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint7-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint1-204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint4-204	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Skint3-201	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint9-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint2-204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint10-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint6-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint5-202	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skint11-204	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Trabd2b-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm12830-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Foxd2-201	3.0	11.0	9.0	4.0	5.0	0.0	1.0	0.0
Foxe3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cmpk1-201	2609.0	2215.0	2353.0	2144.0	2468.0	1312.0	933.0	1030.0
Stil-201	1063.0	914.0	1311.0	903.0	857.0	89.0	70.0	36.0
Tal1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pdzk1ip1-201	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0
Cyp4x1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp4a29-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp4a12a-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp4a12b-201	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Cyp4a30b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Cyp4a14-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp4a10-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp4a31-202	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Cyp4a32-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp4b1-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Efcab14-201	481.0	498.0	598.0	445.0	625.0	89.0	78.0	78.0
Tex38-201	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Atpaf1-203	578.0	579.0	552.0	428.0	418.0	84.0	134.0	53.0
Mob3c-201	70.0	59.0	119.0	74.0	49.0	3.0	8.0	2.0
Mknk1-202	582.0	583.0	767.0	539.0	623.0	35.0	130.0	44.0
Kncn-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6430628N08Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dmbx1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faah-201	3.0	4.0	12.0	5.0	20.0	1.0	1.0	0.0
Nsun4-202	221.0	205.0	215.0	204.0	108.0	24.0	40.0	15.0
Uqcrh-202	770.0	613.0	659.0	554.0	696.0	3551.0	465.0	4561.0
Lrrc41-201	1011.0	1084.0	1194.0	964.0	908.0	68.0	167.0	46.0
Rad54l-201	1612.0	1856.0	2262.0	1368.0	1256.0	551.0	403.0	294.0
Pomgnt1-204	454.0	453.0	549.0	458.0	361.0	32.0	112.0	56.0
Lurap1-201	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0
Tspan1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700042G07Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm49337-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pik3r3-201	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Mast2-204	434.0	584.0	790.0	422.0	415.0	95.0	53.0	119.0
Ipp-202	555.0	522.0	573.0	443.0	486.0	151.0	129.0	83.0
Tmem69-202	392.0	406.0	491.0	428.0	319.0	74.0	65.0	83.0
Gpbp1l1-201	740.0	642.0	817.0	553.0	780.0	241.0	184.0	173.0
Ccdc17-201	126.0	103.0	118.0	150.0	100.0	47.0	24.0	46.0
Nasp-202	3282.0	2930.0	3311.0	2498.0	2312.0	2728.0	1084.0	2632.0
Akr1a1-201	5644.0	4928.0	5427.0	5154.0	5174.0	7277.0	2616.0	6045.0
Prdx1-204	5695.0	5876.0	4684.0	4660.0	6530.0	6066.0	2917.0	7725.0
Mmachc-201	136.0	219.0	203.0	150.0	123.0	18.0	18.0	23.0
Ccdc163-204	127.0	125.0	129.0	103.0	108.0	118.0	44.0	129.0
Tesk2-201	287.0	208.0	347.0	259.0	457.0	33.0	94.0	33.0
Toe1-201	669.0	689.0	645.0	535.0	603.0	130.0	184.0	107.0
Mutyh-201	177.0	127.0	225.0	165.0	129.0	71.0	36.0	38.0
Hpdl-201	7.0	9.0	1.0	7.0	4.0	3.0	1.0	10.0
Zswim5-201	5.0	5.0	3.0	7.0	0.0	0.0	0.0	0.0
Urod-201	1056.0	974.0	1011.0	875.0	1039.0	532.0	444.0	924.0
Hectd3-201	416.0	456.0	634.0	450.0	555.0	20.0	104.0	16.0
Eif2b3-203	1454.0	1452.0	1369.0	1275.0	1014.0	395.0	442.0	659.0
Ptch2-201	16.0	10.0	18.0	11.0	12.0	0.0	0.0	0.0
Btbd19-209	19.0	21.0	17.0	11.0	18.0	2.0	11.0	1.0
Tctex1d4-201	9.0	0.0	1.0	9.0	0.0	5.0	2.0	2.0
Plk3-201	115.0	87.0	96.0	105.0	102.0	7.0	21.0	5.0
Rps8-201	6794.0	6202.0	5225.0	5259.0	4737.0	16368.0	3000.0	31611.0
Kif2c-201	1948.0	1906.0	2333.0	1548.0	1298.0	124.0	292.0	130.0
Armh1-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem53-201	33.0	27.0	22.0	34.0	29.0	29.0	6.0	26.0
Rnf220-201	1159.0	1093.0	1559.0	1215.0	756.0	252.0	274.0	191.0
Eri3-201	613.0	485.0	709.0	596.0	594.0	128.0	257.0	185.0
Dmap1-201	588.0	499.0	542.0	464.0	367.0	460.0	180.0	394.0
Gm12845-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Klf17-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc6a9-201	15.0	2.0	1.0	5.0	3.0	0.0	0.0	0.0
Ccdc24-209	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
B4galt2-201	1.0	2.0	0.0	2.0	2.0	1.0	0.0	0.0
Atp6v0b-201	3497.0	3559.0	3789.0	3196.0	3065.0	5950.0	1545.0	4881.0
Dph2-201	200.0	302.0	310.0	192.0	177.0	41.0	76.0	30.0
Ipo13-201	378.0	545.0	557.0	354.0	374.0	183.0	82.0	183.0
Artn-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
St3gal3-201	126.0	185.0	235.0	151.0	196.0	17.0	54.0	22.0
Kdm4a-201	388.0	389.0	633.0	501.0	416.0	83.0	116.0	52.0
Ptprf-201	1.0	3.0	3.0	2.0	12.0	0.0	0.0	0.0
Szt2-201	103.0	99.0	198.0	96.0	118.0	33.0	18.0	8.0
Med8-201	1458.0	1310.0	1557.0	1361.0	975.0	691.0	397.0	520.0
Elovl1-201	1852.0	1887.0	2216.0	1668.0	1140.0	182.0	325.0	276.0
Cdc20-201	2249.0	2098.0	3028.0	2232.0	2005.0	911.0	820.0	1277.0
Mpl-202	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Tie1-201	16.0	10.0	12.0	2.0	2.0	1.0	0.0	0.0
2610528J11Rik-201	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
Tmem125-201	1.0	4.0	1.0	6.0	0.0	0.0	0.0	0.0
Cfap57-201	25.0	11.0	19.0	22.0	13.0	6.0	5.0	0.0
Ebna1bp2-201	4135.0	4081.0	3659.0	3484.0	2800.0	1903.0	1261.0	3803.0
Olfr62-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1342-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1341-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1340-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1339-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1338-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1337-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1335-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1333-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1331-202	9.0	1.0	8.0	8.0	4.0	3.0	0.0	5.0
Olfr1330-203	7.0	8.0	14.0	7.0	9.0	4.0	1.0	0.0
Olfr1329-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1328-201	8.0	1.0	7.0	6.0	3.0	0.0	0.0	0.0
Lao1-201	2.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0
Slc2a1-201	286.0	392.0	370.0	387.0	340.0	18.0	67.0	51.0
Zfp691-201	23.0	18.0	14.0	9.0	6.0	3.0	3.0	10.0
Ermap-206	1.0	2.0	3.0	1.0	0.0	2.0	0.0	0.0
Svbp-201	135.0	89.0	78.0	88.0	99.0	258.0	39.0	274.0
AU022252-203	94.0	92.0	111.0	80.0	97.0	117.0	51.0	190.0
Tmem269-202	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
P3h1-203	86.0	88.0	97.0	107.0	30.0	42.0	11.0	40.0
Cldn19-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ybx1-201	16153.0	13586.0	16756.0	13664.0	10365.0	7182.0	4072.0	7100.0
Ppih-205	118.0	107.0	86.0	92.0	70.0	88.0	67.0	129.0
Ccdc30-228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ppcs-201	277.0	327.0	302.0	275.0	272.0	236.0	127.0	174.0
Zmynd12-201	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0
Rimkla-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Frg2f1-201	3.0	1.0	2.0	1.0	7.0	6.0	1.0	7.0
Foxj3-201	149.0	199.0	260.0	144.0	176.0	5.0	24.0	3.0
Guca2a-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Guca2b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Hivep3-202	13.0	12.0	25.0	8.0	22.0	6.0	1.0	5.0
AL607142.1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Edn2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Foxo6-201	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Scmh1-201	241.0	251.0	456.0	268.0	307.0	40.0	60.0	24.0
Slfnl1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ctps-201	1425.0	1512.0	1726.0	1354.0	1120.0	150.0	294.0	128.0
Gm8439-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Cited4-201	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Kcnq4-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nfyc-204	950.0	974.0	1214.0	867.0	862.0	29.0	238.0	125.0
Rims3-201	3.0	5.0	5.0	5.0	4.0	0.0	0.0	1.0
Exo5-201	378.0	379.0	348.0	314.0	260.0	182.0	101.0	82.0
Zfp69-201	58.0	50.0	53.0	40.0	25.0	25.0	2.0	4.0
Smap2-201	371.0	435.0	592.0	383.0	680.0	180.0	229.0	147.0
Col9a2-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Zmpste24-201	1663.0	1570.0	1772.0	1370.0	1073.0	144.0	205.0	109.0
Tmco2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rlf-201	784.0	848.0	1014.0	725.0	832.0	175.0	105.0	103.0
Gm12888-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm12886-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Gm12887-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9530002B09Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ppt1-201	1837.0	1494.0	1966.0	1624.0	1814.0	142.0	411.0	154.0
Cap1-203	1275.0	1338.0	1798.0	1245.0	1193.0	27.0	184.0	70.0
Mfsd2a-201	0.0	4.0	3.0	1.0	4.0	10.0	1.0	0.0
Mycl-201	2.0	5.0	5.0	2.0	39.0	1.0	18.0	0.0
Trit1-201	300.0	294.0	356.0	274.0	358.0	116.0	120.0	81.0
Bmp8b-201	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Oxct2b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ppie-201	1130.0	1006.0	1030.0	878.0	897.0	739.0	427.0	1377.0
Hpcal4-201	1.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Nt5c1a-201	0.0	1.0	3.0	0.0	0.0	2.0	2.0	0.0
Heyl-201	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Pabpc4-202	539.0	549.0	703.0	471.0	391.0	370.0	221.0	263.0
Bmp8a-202	22.0	62.0	62.0	38.0	35.0	0.0	8.0	0.0
Oxct2a-201	3.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0
Macf1-203	776.0	832.0	958.0	712.0	1007.0	438.0	213.0	253.0
Ndufs5-203	799.0	693.0	754.0	633.0	535.0	1935.0	335.0	3584.0
Akirin1-201	522.0	447.0	540.0	422.0	405.0	20.0	108.0	39.0
Rhbdl2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycbp-201	208.0	186.0	179.0	136.0	151.0	308.0	109.0	409.0
Rragc-201	1404.0	1418.0	1949.0	1473.0	1446.0	33.0	301.0	36.0
Pou3f1-201	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
Utp11-201	1365.0	1302.0	1125.0	1019.0	1113.0	678.0	462.0	1204.0
Fhl3-202	3.0	5.0	6.0	1.0	6.0	0.0	1.0	0.0
Sf3a3-201	2932.0	3095.0	3070.0	2559.0	2690.0	1311.0	1116.0	1577.0
Inpp5b-201	2883.0	3211.0	3471.0	2650.0	2168.0	52.0	367.0	59.0
Mtf1-201	466.0	472.0	520.0	472.0	543.0	58.0	117.0	71.0
1110065P20Rik-201	29.0	22.0	41.0	17.0	16.0	5.0	13.0	24.0
Yrdc-201	421.0	437.0	583.0	444.0	400.0	259.0	160.0	176.0
Maneal-201	0.0	3.0	1.0	0.0	2.0	0.0	0.0	0.0
Epha10-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdca8-202	1890.0	1936.0	2345.0	1626.0	1548.0	493.0	608.0	665.0
9930104L06Rik-201	54.0	34.0	87.0	34.0	45.0	11.0	11.0	4.0
Rspo1-201	33.0	20.0	76.0	43.0	13.0	5.0	1.0	3.0
Gnl2-201	3088.0	2697.0	3001.0	2624.0	2370.0	568.0	693.0	829.0
Dnali1-201	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Snip1-201	381.0	457.0	472.0	370.0	372.0	58.0	136.0	55.0
Meaf6-205	278.0	287.0	281.0	237.0	273.0	189.0	138.0	212.0
Zc3h12a-201	44.0	49.0	53.0	54.0	92.0	23.0	20.0	14.0
Grik3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Csf3r-202	1745.0	1556.0	2740.0	1615.0	2240.0	99.0	252.0	90.0
Mrps15-201	1438.0	1303.0	1378.0	1117.0	1070.0	2095.0	603.0	2364.0
Oscp1-201	78.0	84.0	112.0	69.0	52.0	17.0	24.0	17.0
Lsm10-201	267.0	279.0	224.0	180.0	236.0	116.0	96.0	177.0
Stk40-201	145.0	155.0	148.0	130.0	145.0	4.0	30.0	16.0
Eva1b-201	28.0	29.0	27.0	19.0	10.0	12.0	8.0	12.0
Sh3d21-202	2.0	1.0	3.0	1.0	4.0	0.0	2.0	5.0
Thrap3-201	3573.0	3373.0	4894.0	3497.0	3563.0	338.0	680.0	272.0
Map7d1-201	579.0	787.0	984.0	680.0	603.0	113.0	163.0	65.0
Trappc3-201	719.0	711.0	749.0	624.0	591.0	322.0	274.0	365.0
Col8a2-201	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
Adprhl2-201	509.0	550.0	483.0	410.0	506.0	321.0	179.0	222.0
Tekt2-202	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Ago3-201	76.0	79.0	108.0	65.0	81.0	29.0	13.0	8.0
Ago1-201	53.0	46.0	70.0	43.0	55.0	11.0	8.0	10.0
Ago4-201	148.0	104.0	177.0	139.0	106.0	9.0	16.0	4.0
Clspn-201	489.0	490.0	735.0	553.0	416.0	440.0	155.0	321.0
5730409E04Rik-201	4.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0
Psmb2-201	4217.0	3905.0	3512.0	3557.0	2962.0	1965.0	1283.0	3952.0
Tfap2e-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ncdn-201	315.0	389.0	473.0	378.0	372.0	19.0	73.0	13.0
AU040320-202	532.0	571.0	922.0	616.0	683.0	19.0	76.0	26.0
Zmym4-201	657.0	562.0	756.0	469.0	452.0	87.0	78.0	72.0
Sfpq-201	2106.0	2890.0	3222.0	2448.0	3064.0	2904.0	1057.0	1653.0
Zmym1-203	607.0	759.0	702.0	472.0	590.0	220.0	150.0	151.0
Zmym6-201	543.0	522.0	582.0	425.0	512.0	183.0	83.0	98.0
Tmem35b-201	110.0	127.0	188.0	85.0	106.0	85.0	55.0	53.0
Dlgap3-203	1.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0
Smim12-201	165.0	146.0	156.0	143.0	140.0	194.0	66.0	307.0
Gja4-201	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Gjb3-201	1.0	0.0	12.0	4.0	28.0	1.0	8.0	8.0
Gjb4-202	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Gjb5-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CK137956-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Csmd2-205	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Hmgb4-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Zscan20-202	47.0	37.0	61.0	40.0	40.0	6.0	1.0	5.0
Tlr12-201	1.0	4.0	5.0	1.0	12.0	14.0	4.0	0.0
Phc2-201	299.0	434.0	432.0	328.0	369.0	13.0	113.0	26.0
A3galt2-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Zfp362-202	48.0	73.0	80.0	70.0	55.0	32.0	18.0	17.0
Trim62-201	6.0	5.0	8.0	7.0	9.0	3.0	0.0	0.0
Azin2-201	8.0	3.0	6.0	10.0	7.0	0.0	1.0	5.0
Ak2-201	3296.0	2954.0	3220.0	3045.0	1806.0	1585.0	751.0	1741.0
Rnf19b-206	425.0	457.0	721.0	486.0	378.0	149.0	154.0	131.0
Tmem54-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hpca-204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fndc5-201	0.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0
S100pbp-204	65.0	67.0	68.0	46.0	45.0	4.0	23.0	19.0
Yars-201	1338.0	1415.0	1705.0	1422.0	802.0	144.0	308.0	225.0
C77080-201	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Sync-201	0.0	5.0	1.0	4.0	4.0	1.0	0.0	0.0
Rbbp4-201	9653.0	9766.0	12306.0	9000.0	9036.0	1303.0	3143.0	1554.0
Zbtb8os-204	541.0	447.0	506.0	492.0	467.0	1318.0	239.0	1436.0
Zbtb8a-201	468.0	399.0	491.0	337.0	414.0	47.0	104.0	41.0
Zbtb8b-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bsdc1-201	211.0	209.0	255.0	224.0	281.0	24.0	55.0	29.0
Tssk3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam229a-201	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Marcksl1-201	526.0	533.0	557.0	492.0	209.0	66.0	80.0	50.0
Hdac1-201	4748.0	4606.0	5206.0	4318.0	3851.0	802.0	1293.0	1171.0
Lck-201	62.0	50.0	72.0	47.0	52.0	13.0	23.0	6.0
Fam167b-201	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0
Eif3i-201	2344.0	2154.0	1856.0	2095.0	1792.0	2320.0	895.0	3934.0
Tmem234-201	496.0	453.0	542.0	526.0	367.0	345.0	160.0	549.0
Dcdc2b-203	2.0	6.0	0.0	2.0	11.0	2.0	0.0	1.0
Iqcc-201	212.0	187.0	271.0	174.0	170.0	49.0	62.0	40.0
Ccdc28b-201	413.0	355.0	395.0	262.0	296.0	228.0	180.0	540.0
Txlna-202	995.0	1180.0	1425.0	1130.0	1065.0	49.0	194.0	105.0
Kpna6-202	230.0	301.0	323.0	212.0	251.0	10.0	48.0	23.0
Tmem39b-201	410.0	456.0	606.0	348.0	315.0	54.0	83.0	79.0
Khdrbs1-201	1229.0	1344.0	1890.0	1444.0	1434.0	294.0	411.0	191.0
Ptp4a2-201	1991.0	1866.0	2231.0	1888.0	1793.0	2073.0	720.0	1472.0
Spocd1-201	7.0	13.0	10.0	48.0	5.0	5.0	2.0	2.0
Adgrb2-205	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0
Col16a1-201	1.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0
Pef1-202	644.0	620.0	549.0	521.0	545.0	55.0	184.0	141.0
Hcrtr1-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tinagl1-202	108.0	125.0	223.0	162.0	313.0	3.0	45.0	12.0
Ldc1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serinc2-201	6.0	3.0	7.0	0.0	3.0	3.0	3.0	6.0
Fabp3-201	0.0	2.0	1.0	0.0	6.0	1.0	2.0	7.0
Zcchc17-202	1103.0	1231.0	1102.0	959.0	918.0	1190.0	472.0	1742.0
Snrnp40-201	2506.0	2467.0	2745.0	2363.0	1844.0	546.0	773.0	769.0
Nkain1-201	13.0	1.0	5.0	9.0	1.0	3.0	0.0	0.0
Pum1-201	932.0	1091.0	1585.0	1135.0	1356.0	99.0	124.0	71.0
Sdc3-201	18.0	21.0	33.0	12.0	36.0	0.0	1.0	0.0
Laptm5-207	4195.0	5060.0	8043.0	4966.0	5570.0	235.0	1218.0	470.0
Matn1-201	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
Ptpru-203	42.0	41.0	85.0	31.0	16.0	3.0	4.0	0.0
Mecr-201	367.0	409.0	432.0	313.0	357.0	194.0	153.0	410.0
Srsf4-202	1179.0	1044.0	1552.0	1194.0	1144.0	309.0	384.0	189.0
Tmem200b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Epb41-201	805.0	855.0	1125.0	956.0	1010.0	19.0	93.0	20.0
Oprd1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ythdf2-203	2529.0	2943.0	3332.0	2394.0	2583.0	175.0	628.0	346.0
Gmeb1-207	112.0	119.0	124.0	111.0	110.0	104.0	32.0	72.0
Taf12-201	655.0	652.0	681.0	578.0	723.0	437.0	249.0	465.0
Rab42-201	14.0	3.0	9.0	7.0	0.0	5.0	4.0	2.0
Trnau1ap-201	867.0	829.0	828.0	645.0	628.0	967.0	341.0	1333.0
Rcc1-203	936.0	1149.0	1210.0	944.0	856.0	293.0	326.0	220.0
Phactr4-203	101.0	134.0	214.0	148.0	111.0	9.0	14.0	25.0
Med18-201	191.0	237.0	233.0	206.0	190.0	48.0	60.0	31.0
Sesn2-201	61.0	97.0	150.0	103.0	131.0	2.0	28.0	13.0
Atpif1-201	2963.0	2480.0	2112.0	2298.0	1890.0	9897.0	1297.0	15676.0
Dnajc8-202	3287.0	3047.0	3170.0	2670.0	2275.0	1556.0	944.0	2144.0
Ptafr-201	85.0	123.0	118.0	69.0	75.0	0.0	14.0	0.0
Eya3-203	319.0	432.0	422.0	267.0	324.0	31.0	87.0	59.0
Xkr8-201	310.0	257.0	288.0	238.0	170.0	18.0	82.0	23.0
Smpdl3b-201	17.0	19.0	26.0	17.0	17.0	6.0	1.0	8.0
Rpa2-201	1533.0	1543.0	1715.0	1204.0	1268.0	579.0	559.0	566.0
Themis2-201	594.0	724.0	1200.0	729.0	1197.0	23.0	220.0	41.0
Ppp1r8-201	931.0	996.0	1040.0	764.0	733.0	125.0	240.0	166.0
Stx12-201	461.0	387.0	465.0	391.0	360.0	55.0	126.0	37.0
Fam76a-201	332.0	334.0	406.0	316.0	289.0	186.0	107.0	69.0
Fgr-201	797.0	837.0	1331.0	737.0	984.0	46.0	113.0	62.0
Ahdc1-204	28.0	32.0	47.0	22.0	41.0	6.0	15.0	6.0
Wasf2-201	512.0	630.0	886.0	633.0	596.0	208.0	113.0	200.0
Gpr3-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cd164l2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Map3k6-201	223.0	185.0	293.0	300.0	171.0	27.0	32.0	15.0
Sytl1-201	121.0	79.0	173.0	111.0	220.0	49.0	77.0	50.0
Tmem222-201	593.0	520.0	711.0	429.0	473.0	241.0	176.0	150.0
Wdtc1-201	92.0	115.0	138.0	88.0	163.0	0.0	40.0	3.0
Slc9a1-201	165.0	181.0	330.0	178.0	248.0	4.0	19.0	2.0
Tent5b-201	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0
Trnp1-202	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Kdf1-201	6.0	1.0	1.0	6.0	21.0	3.0	5.0	4.0
Nudc-201	4094.0	4046.0	4578.0	3775.0	3340.0	4174.0	1957.0	5314.0
