Name	Description	GMP_Ven_A	GMP_Ven_B	GMP_vehicle_A	GMP_vehicle_B	HSC_Ven_A	HSC_Ven_B	HSC_vehicle_A	HSC_vehicle_B
Eif5b	NA	0.44	0.29	0.31	0.25	0.07	0.09	0.16	0.08
Eif6	NA	0.11	0.09	0.11	0.1	0.03	0.07	0.14	0.07
Eipr1	NA	0.1	0.07	0.07	0.11	0.06	0.15	0.09	0.09
Elac1	NA	0.02	0.03	0.03	0.02	0.07	0.02	0.04	0.03
Elac2	NA	0.18	0.28	0.27	0.23	0.83	1.35	0.18	0.2
Elane	NA	0.03	0.04	0.04	0.03	0.02	0.06	0.05	0.04
Elavl1	NA	0.05	0.06	0.05	0.05	0.07	0.06	0.06	0.07
Elf1	NA	0.08	0.07	0.07	0.08	0.13	0.08	0.08	0.13
Elf2	NA	0.09	0.08	0.08	0.07	0.13	0.07	0.1	0.11
Elf4	NA	0.14	0.18	0.14	0.13	0.39	0.52	0.14	0.27
Elk3	NA	0.04	0.04	0.07	0.03	0.1	0.05	0.06	0.06
Elk4	NA	0.16	0.1	0.23	0.13	0.45	0.19	0.1	0.16
Ell	NA	0.03	0.03	0.04	0.05	0.1	0.05	0.07	0.07
Ell2	NA	0.07	0.03	0.11	0.06	0.19	0.02	0.07	0.24
Elmo1	NA	0.05	0.05	0.05	0.05	0.14	0.12	0.05	0.1
Elmo2	NA	0.05	0.06	0.06	0.06	0.35	0.27	0.08	0.11
Elmod2	NA	0.04	0.04	0.03	0.06	0.03	0.1	0.03	0.09
Elmod3	NA	0.02	0.04	0.07	0.07	0.16	0.05	0.13	0.11
Elmsan1	NA	0.27	0.29	0.26	0.28	0.39	0.18	0.28	0.32
Eloa	NA	0.09	0.07	0.08	0.08	0.19	0.24	0.06	0.11
Elob	NA	0.04	0.04	0.03	0.05	0	0.01	0.05	0.02
Eloc	NA	0.02	0.01	0.02	0.02	0	0	0.01	0.01
Elovl1	NA	0.08	0.08	0.06	0.09	0.04	0.11	0.05	0.05
Elovl5	NA	0.08	0.07	0.07	0.08	0.08	0.08	0.06	0.09
Elovl6	NA	0.02	0.01	0.07	0.01	0.04	0.03	0.05	0.06
Elovl7	NA	0.04	0.04	0.07	0.18	0.05	0.08	0.04	0.05
Elp1	NA	0.18	0.19	0.21	0.13	0.32	0.51	0.13	0.18
Elp2	NA	0.1	0.1	0.11	0.09	0.17	0.36	0.1	0.13
Elp3	NA	0.25	0.24	0.27	0.23	0.45	0.53	0.32	0.29
Elp4	NA	0.11	0.1	0.1	0.12	0.2	0.49	0.17	0.15
Elp5	NA	0.1	0.06	0.07	0.07	0.05	0.06	0.1	0.08
Emb	NA	0.07	0.08	0.07	0.07	0.04	0.1	0.04	0.04
Emc1	NA	0.26	0.43	0.37	0.35	0.44	0.36	0.22	0.6
Emc10	NA	0.08	0.11	0.1	0.09	0.03	0.05	0.07	0.06
Emc2	NA	0.2	0.16	0.19	0.16	0.09	0.13	0.17	0.1
Emc3	NA	0.06	0.06	0.04	0.08	0.04	0.06	0.05	0.08
Emc4	NA	0.06	0.07	0.04	0.06	0.02	0.05	0.04	0.03
Emc6	NA	0.03	0.02	0.02	0.02	0	0	0.02	0.01
Emc7	NA	0.2	0.16	0.17	0.19	0.09	0.07	0.17	0.16
Emc8	NA	0.05	0.06	0.03	0.05	0.01	0	0.03	0.03
Emd	NA	0.1	0.08	0.07	0.07	0.1	0.17	0.1	0.09
Eme1	NA	0.1	0.15	0.1	0.11	0.2	0.38	0.13	0.1
Eme2	NA	0.05	0.03	0.03	0.04	0.05	0.07	0.06	0.11
Emg1	NA	0.11	0.08	0.07	0.09	0.02	0.02	0.09	0.06
Emilin1	NA	0.33	0.37	0.28	0.31	0.75	1.02	0.34	0.44
Emilin2	NA	0.37	0.4	0.44	0.26	0.32	0.28	0.22	0.37
Eml2	NA	0.16	0.24	0.22	0.18	0.15	0.27	0.18	0.11
Eml3	NA	0.2	0.21	0.19	0.18	0.27	0.3	0.24	0.21
Eml4	NA	0.13	0.14	0.13	0.13	0.2	0.15	0.12	0.23
Eml5	NA	0.19	0.31	0.33	0.78	0.68	0.21	0.32	0.34
Emp3	NA	0.03	0.02	0.01	0.02	0	0.01	0.02	0.02
Emsy	NA	0.08	0.04	0.06	0.08	0.04	0.03	0.05	0.08
Enc1	NA	0.28	0.66	0.62	0.57	0.88	0.17	0.96	1.15
Endod1	NA	0.1	0.13	0.1	0.28	0.18	0.12	0.12	0.15
Endov	NA	0.06	0.07	0.08	0.04	0.06	0.05	0.06	0.13
Engase	NA	0.13	0.2	0.17	0.18	0.17	0.1	0.2	0.09
Enkd1	NA	0.1	0.12	0.08	0.11	0.05	0.05	0.2	0.05
Eno1	NA	0.01	0.01	0.01	0.01	0.01	0.06	0.01	0.01
Eno3	NA	0.16	0.15	0.04	0.1	0.04	0.1	0.09	0.08
Enoph1	NA	0.13	0.13	0.11	0.1	0.1	0.18	0.17	0.14
Enox2	NA	0.12	0.13	0.17	0.16	0.09	0.1	0.17	0.23
Enpp4	NA	0.05	0.05	0.02	0.07	0.05	0.04	0.05	0.05
Enpp5	NA	0.08	0.16	0.2	0.19	0.14	0.38	0.09	0.1
Ensa	NA	0.04	0.04	0.03	0.04	0.04	0.02	0.05	0.04
Entpd1	NA	0.16	0.23	0.25	0.24	0.3	0.66	0.2	0.36
Entpd5	NA	0.04	0.04	0.04	0.07	0.1	0.11	0.03	0.1
Entpd6	NA	0.18	0.23	0.29	0.28	0.41	0.27	0.24	0.23
Entpd7	NA	0.19	0.21	0.2	0.18	0.34	0.08	0.26	0.23
Entr1	NA	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01
Eny2	NA	0.11	0.05	0.08	0.06	0.01	0.01	0.06	0.03
Ep300	NA	0.4	0.54	0.49	0.44	0.29	0.21	0.36	0.49
Ep400	NA	0.55	0.65	0.78	0.52	0.58	0.32	0.64	0.53
Epb41	NA	0.12	0.11	0.13	0.08	0.39	0.32	0.12	0.19
Epb41l2	NA	0.26	0.32	0.29	0.25	0.48	0.4	0.24	0.3
Epc1	NA	0.22	0.16	0.18	0.17	0.28	0.1	0.25	0.18
Epc2	NA	0.48	0.27	0.34	0.21	0.21	0.09	0.33	0.21
Epg5	NA	0.16	0.21	0.27	0.25	0.45	0.33	0.17	0.39
Epha2	NA	0.9	0.19	0.53	0.28	0.48	0.37	1.17	0.42
Epha7	NA	0.19	0.24	0.35	0.22	0.58	0.79	0.06	0.35
Epm2aip1	NA	0.07	0.06	0.09	0.09	0.12	0.08	0.12	0.16
Epn1	NA	0.35	0.39	0.41	0.35	0.37	0.24	0.66	0.59
Eprs	NA	0.14	0.14	0.13	0.12	0.17	0.33	0.11	0.13
Eps15	NA	0.13	0.11	0.14	0.11	0.2	0.12	0.13	0.19
Eps15l1	NA	0.27	0.34	0.25	0.36	0.94	1.53	0.28	0.43
Eps8l1	NA	0.16	0.16	0.18	0.25	0.26	0.05	0.32	0.2
Epsti1	NA	0.16	0.16	0.13	0.26	0.12	0.13	0.18	0.14
Epx	NA	0.86	1.83	4.44	1.7	0	0	17.8	25.77
Eral1	NA	0.12	0.13	0.1	0.1	0.06	0.13	0.07	0.07
Erap1	NA	0.21	0.21	0.2	0.25	0.11	0.18	0.13	0.24
Erbb3	NA	0.1	0.09	0.16	0.06	0.27	0.16	0.12	0.16
Erbin	NA	0.12	0.14	0.16	0.15	0.82	0.53	0.14	0.27
Erc1	NA	0.37	0.33	0.57	0.32	2.48	0.58	0.37	0.44
Ercc1	NA	0.09	0.1	0.13	0.12	0.07	0.2	0.14	0.09
Ercc2	NA	0.1	0.18	0.14	0.12	0.08	0.09	0.16	0.17
Ercc3	NA	0.33	0.38	0.29	0.3	0.28	0.29	0.29	0.25
Ercc4	NA	0.09	0.1	0.12	0.09	0.23	0.21	0.14	0.15
Ercc5	NA	0.12	0.17	0.15	0.12	0.08	0.06	0.1	0.12
Ercc6	NA	0.15	0.19	0.18	0.2	0.27	0.31	0.22	0.17
Ercc6l	NA	0.12	0.09	0.1	0.09	0.2	0.34	0.08	0.16
Ercc6l2	NA	0.14	0.14	0.19	0.12	1.51	0.46	0.17	0.38
Ercc8	NA	0.06	0.02	0.05	0.02	0.13	0.06	0.13	0.08
Erf	NA	1.37	1.43	1.18	0.91	0.19	0.62	1.11	1.27
Erg	NA	0.43	0.45	0.45	0.36	0.26	0.54	0.49	0.42
Erg28	NA	0.03	0.01	0.01	0.01	0.01	0.01	0.02	0.02
Ergic1	NA	0.02	0.01	0.01	0.01	0.03	0.03	0.02	0.03
Ergic2	NA	0.02	0.01	0.02	0.02	0.02	0.01	0.02	0.02
Ergic3	NA	0.28	0.34	0.24	0.31	0.08	0.2	0.23	0.19
Eri1	NA	0.04	0.04	0.04	0.04	0.07	0.03	0.03	0.05
Eri2	NA	0.1	0.04	0.05	0.06	0.12	0.1	0.05	0.16
Eri3	NA	0.03	0.02	0.04	0.04	0.03	0.08	0.04	0.02
Erich1	NA	0.18	0.16	0.18	0.19	0.06	0.22	0.18	0.19
Erich5	NA	0.61	1.95	1.09	3.37	0.74	0.13	1.41	5.3
Erlec1	NA	0.86	0.81	0.87	0.69	0.21	0.22	0.69	0.49
Erlin1	NA	0.06	0.06	0.06	0.07	0.07	0.04	0.05	0.07
Erlin2	NA	0.1	0.09	0.1	0.1	0.09	0.11	0.07	0.12
Ermard	NA	0.17	0.11	0.12	0.14	1.1	0.42	0.17	0.2
Ermp1	NA	0.09	0.12	0.1	0.14	0.13	0.13	0.07	0.21
Ern1	NA	0.24	0.26	0.27	0.41	0.31	0.13	0.29	0.34
Ero1l	NA	0.06	0.04	0.05	0.05	0.06	0.05	0.03	0.07
Ero1lb	NA	0.1	0.07	0.07	0.07	0.04	0.03	0.05	0.07
Erp29	NA	0.39	0.41	0.33	0.45	0.05	0.07	0.35	0.2
Erp44	NA	0.11	0.09	0.09	0.09	0.05	0.1	0.07	0.08
Esco1	NA	0.05	0.04	0.05	0.03	0.1	0.01	0.05	0.09
Esco2	NA	0.08	0.09	0.07	0.07	0.09	0.09	0.06	0.07
Esd	NA	0.05	0.03	0.04	0.04	0.01	0.04	0.04	0.02
Esf1	NA	0.32	0.25	0.35	0.2	0.09	0.09	0.21	0.13
Espl1	NA	0.14	0.21	0.17	0.19	0.49	0.65	0.16	0.35
Esr1	NA	0.08	0.09	0.07	0.22	0.27	0.18	0.15	0.17
Esrra	NA	0.08	0.07	0.05	0.09	0.14	0.06	0.16	0.09
Ess2	NA	0.15	0.21	0.17	0.19	0.33	0.25	0.2	0.15
Esyt1	NA	0.16	0.22	0.19	0.18	0.49	0.53	0.14	0.19
Esyt2	NA	0.08	0.05	0.07	0.08	0.15	0.05	0.08	0.17
Etaa1	NA	0.05	0.03	0.06	0.05	0.16	0.07	0.06	0.09
Etf1	NA	0.09	0.08	0.1	0.07	0.07	0.06	0.07	0.07
Etfa	NA	0.08	0.07	0.08	0.08	0.04	0.06	0.07	0.05
Etfb	NA	0.13	0.18	0.13	0.16	0.01	0.02	0.16	0.07
Etfdh	NA	0.17	0.15	0.14	0.17	0.49	1.51	0.13	0.2
Etfrf1	NA	0.05	0.02	0.03	0.05	0.03	0.01	0.05	0.04
Ethe1	NA	0.04	0.04	0.03	0.06	0.01	0.03	0.04	0.02
Etnk1	NA	0.08	0.1	0.09	0.12	0.09	0.06	0.1	0.23
Ets1	NA	0.03	0.04	0.04	0.04	0.09	0.05	0.04	0.1
Ets2	NA	0.03	0.04	0.02	0.03	0.04	0.07	0.02	0.05
Etv3	NA	0.04	0.11	0.06	0.02	0.06	0.03	0.05	0.05
Etv6	NA	0.03	0.03	0.03	0.03	0.04	0.05	0.04	0.06
Evi2a	NA	0.13	0.12	0.09	0.19	0.06	0.1	0.08	0.08
Evi5	NA	0.13	0.11	0.16	0.08	0.24	0.14	0.14	0.19
Evi5l	NA	0.14	0.05	0.25	0.24	1.09	0.22	0.24	0.3
Evl	NA	0.2	0.37	0.44	0.43	0.28	0.25	0.28	0.19
Evpl	NA	0.3	0.3	0.56	0.37	0.58	0.49	0.72	0.35
Ewsr1	NA	0.07	0.11	0.11	0.1	0.09	0.12	0.09	0.07
Exd2	NA	0.16	0.13	0.14	0.18	0.21	0.11	0.1	0.09
Exo1	NA	0.07	0.05	0.06	0.08	0.15	0.13	0.06	0.08
Exo5	NA	0.1	0.11	0.07	0.08	0.15	0.06	0.11	0.07
Exoc1	NA	0.15	0.16	0.18	0.14	0.51	0.6	0.21	0.24
Exoc2	NA	0.06	0.08	0.08	0.07	0.24	0.24	0.06	0.12
Exoc3	NA	0.08	0.06	0.05	0.07	0.13	0.16	0.08	0.1
Exoc4	NA	0.26	0.24	0.26	0.25	0.45	1.32	0.25	0.38
Exoc5	NA	0.06	0.04	0.05	0.05	0.13	0.06	0.06	0.07
Exoc6	NA	0.1	0.11	0.13	0.13	0.2	0.19	0.09	0.15
Exoc7	NA	0.16	0.15	0.16	0.16	0.3	0.4	0.22	0.23
Exoc8	NA	0.15	0.16	0.18	0.24	0.3	0.33	0.32	0.33
Exog	NA	0.08	0.05	0.04	0.06	0.06	0.06	0.03	0.07
Exosc1	NA	0.07	0.05	0.05	0.08	0.04	0.06	0.08	0.06
Exosc10	NA	0.1	0.09	0.09	0.09	0.35	0.89	0.1	0.09
Exosc2	NA	0.23	0.16	0.17	0.19	0.07	0.07	0.19	0.13
Exosc3	NA	0.14	0.13	0.13	0.14	0.04	0.02	0.13	0.07
Exosc4	NA	0.06	0.07	0.07	0.06	0.04	0.08	0.07	0.06
Exosc5	NA	0.07	0.05	0.06	0.05	0.02	0.02	0.08	0.04
Exosc7	NA	0.24	0.21	0.18	0.23	0.06	0.1	0.2	0.13
Exosc8	NA	0.14	0.12	0.12	0.12	0.03	0.07	0.12	0.07
Exosc9	NA	0.21	0.19	0.2	0.2	0.08	0.12	0.18	0.12
Ext2	NA	0.11	0.12	0.13	0.11	0.2	0.51	0.11	0.21
Extl2	NA	0.02	0.02	0.01	0.02	0.03	0.01	0.03	0.03
Eya1	NA	0.07	0.08	0.09	0.09	0.1	0.06	0.07	0.12
Eya3	NA	0.28	0.25	0.18	0.28	0.25	0.29	0.23	0.22
Ezh1	NA	0.08	0.04	0.05	0.05	0.13	0.18	0.07	0.08
Ezh2	NA	0.2	0.2	0.21	0.22	0.16	0.09	0.19	0.13
Ezr	NA	0.12	0.13	0.1	0.09	0.14	0.22	0.11	0.1
F10	NA	0.29	0.3	0.32	0.25	0.14	0.25	0.25	0.23
F13a1	NA	0.13	0.09	0.11	0.05	0.12	0.22	0.05	0.09
F5	NA	0.36	0.59	0.7	0.42	0.48	0.98	0.3	0.84
F7	NA	0.52	0.35	0.44	0.17	0.11	0.3	0.22	0.22
Faap100	NA	0.04	0.06	0.06	0.11	0.1	0.03	0.07	0.07
Faap24	NA	0.03	0.02	0.05	0.03	0.06	0.05	0.05	0.03
Fabp4	NA	0.85	0.59	0.25	1.56	0.03	0.01	0.32	0.15
Fabp5	NA	0.56	0.92	0.86	1.14	0.09	0.26	0.48	0.31
Fadd	NA	0.07	0.11	0.04	0.09	0.06	0.01	0.08	0.09
Fads1	NA	0.08	0.07	0.1	0.07	0.09	0.12	0.07	0.13
Faf1	NA	0.12	0.12	0.13	0.14	0.2	0.27	0.11	0.12
Faf2	NA	0.13	0.21	0.18	0.16	0.15	0.37	0.15	0.24
Fahd1	NA	0.15	0.12	0.1	0.09	0.03	0.03	0.11	0.09
Fahd2a	NA	0.2	0.25	0.29	0.23	0.08	0.17	0.28	0.09
Faim	NA	0.24	0.18	0.19	0.22	0.07	0.05	0.33	0.14
Fam102a	NA	0.04	0.06	0.09	0.06	0.12	0.03	0.1	0.18
Fam102b	NA	0.07	0.05	0.06	0.09	0.08	0.03	0.06	0.08
Fam104a	NA	0.03	0.03	0.02	0.02	0.01	0.02	0.03	0.02
Fam107b	NA	0.04	0.05	0.05	0.04	0.07	0.07	0.04	0.05
Fam110a	NA	0.1	0.13	0.14	0.15	0.09	0.1	0.15	0.09
Fam111a	NA	0.09	0.06	0.07	0.08	0.09	0.1	0.06	0.07
Fam114a1	NA	0.12	0.17	0.15	0.12	0.1	0.2	0.15	0.15
Fam114a2	NA	0.15	0.16	0.08	0.16	0.07	0.09	0.11	0.11
Fam117a	NA	0.06	0.08	0.07	0.07	0.05	0.04	0.07	0.06
Fam117b	NA	0.08	0.09	0.1	0.08	0.17	0.07	0.08	0.17
Fam118a	NA	0.05	0.03	0.08	0.06	0.08	0.04	0.04	0.07
Fam118b	NA	0.06	0.06	0.06	0.08	0.08	0.11	0.07	0.04
Fam120a	NA	0.15	0.17	0.17	0.15	0.2	0.11	0.2	0.27
Fam120b	NA	0.05	0.05	0.04	0.04	0.17	0.18	0.06	0.08
Fam126a	NA	0.14	0.1	0.12	0.13	0.15	0.11	0.09	0.19
Fam126b	NA	0.05	0.03	0.04	0.05	0.03	0	0.03	0.07
Fam129a	NA	0.2	0.18	0.2	0.3	0.2	0.43	0.17	0.27
Fam129b	NA	0.1	0.07	0.12	0.08	0.22	0.16	0.09	0.09
Fam133b	NA	0.44	0.4	0.31	0.36	0.05	0.06	0.42	0.3
Fam136a	NA	0.05	0.03	0.03	0.03	0.02	0.02	0.04	0.02
Fam13b	NA	0.25	0.22	0.25	0.2	2.2	0.94	0.36	0.45
Fam149b	NA	0.07	0.05	0.08	0.07	0.22	0.12	0.06	0.09
Fam151b	NA	0.27	0.07	0.15	0.14	0.11	0.04	0.22	0.19
Fam160a2	NA	0.07	0.08	0.11	0.1	0.09	0.04	0.11	0.08
Fam160b1	NA	0.11	0.17	0.14	0.17	0.28	0.27	0.15	0.21
Fam160b2	NA	0.1	0.11	0.16	0.13	0.06	0.01	0.13	0.07
Fam162a	NA	0.18	0.15	0.13	0.19	0.01	0.02	0.13	0.09
Fam169b	NA	0.12	0.11	0.07	0.11	0.19	0	0.09	0.16
Fam172a	NA	0.07	0.08	0.09	0.06	0.13	0.11	0.07	0.1
Fam173a	NA	0.19	0.26	0.26	0.29	0.04	0.05	0.21	0.11
Fam174a	NA	0.2	0.15	0.16	0.13	0.31	0.1	0.26	0.22
Fam185a	NA	0.08	0.04	0.09	0.08	0.12	0.08	0.05	0.05
Fam192a	NA	0.15	0.09	0.12	0.13	0.05	0.08	0.14	0.07
Fam193a	NA	0.66	0.97	1.06	0.77	0.74	0.92	0.85	0.56
Fam193b	NA	0.08	0.14	0.11	0.12	0.06	0.06	0.13	0.1
Fam199x	NA	0.05	0.06	0.06	0.08	0.02	0.02	0.06	0.07
Fam204a	NA	0.03	0.05	0.04	0.03	0.04	0.02	0.05	0.02
Fam207a	NA	0.1	0.09	0.06	0.07	0.02	0.02	0.06	0.03
Fam20b	NA	0.03	0.03	0.01	0.02	0.05	0.01	0.03	0.04
Fam210a	NA	0.08	0.05	0.05	0.05	0.06	0.06	0.04	0.06
Fam214a	NA	0.04	0.11	0.15	0.09	0.53	0.2	0.13	0.3
Fam216a	NA	0.11	0.09	0.12	0.1	0.08	0.09	0.09	0.08
Fam217b	NA	0.09	0.09	0.11	0.05	0.04	0.03	0.12	0.03
Fam221a	NA	0.18	0.12	0.17	0.12	0.05	0.03	0.12	0.05
Fam222b	NA	0.01	0.02	0.03	0.01	0.02	0.02	0.02	0.02
Fam234a	NA	0.04	0.1	0.13	0.1	0.11	0.14	0.08	0.1
Fam234b	NA	0.13	0.28	0.12	0.23	0.12	0.22	0.19	0.22
Fam32a	NA	0.08	0.09	0.08	0.09	0.02	0.03	0.08	0.05
Fam3a	NA	0.05	0.06	0.04	0.05	0.03	0.04	0.04	0.02
Fam3c	NA	0.17	0.13	0.12	0.16	0.15	0.06	0.14	0.12
Fam43a	NA	0.17	0.12	0.11	0.09	0.08	0.05	0.18	0.14
Fam45a	NA	0.03	0.03	0.03	0.03	0.04	0.04	0.02	0.03
Fam49a	NA	0.08	0.09	0.08	0.09	0.07	0.1	0.09	0.1
Fam49b	NA	0.04	0.03	0.04	0.04	0.03	0.03	0.03	0.03
Fam50a	NA	0.31	0.32	0.25	0.3	0.15	0.25	0.3	0.19
Fam53a	NA	0.05	0.06	0.04	0.02	0.04	0.01	0.03	0.04
Fam53b	NA	0.04	0.02	0.04	0.04	0.09	0.08	0.07	0.08
Fam53c	NA	0.01	0.02	0.02	0.01	0.04	0.07	0.04	0.03
Fam76a	NA	0.09	0.06	0.1	0.07	0.07	0.04	0.06	0.05
Fam76b	NA	0.13	0.12	0.11	0.14	0.11	0.02	0.08	0.09
Fam78a	NA	0.09	0.01	0.02	0.04	0.11	0.11	0.1	0.09
Fam83d	NA	0.12	0.12	0.13	0.09	0.12	0.13	0.07	0.08
Fam8a1	NA	0.03	0.03	0.03	0.04	0.04	0.05	0.03	0.05
Fam91a1	NA	0.05	0.04	0.05	0.04	0.15	0.04	0.05	0.07
Fam98a	NA	0.18	0.17	0.14	0.16	0.06	0.16	0.11	0.13
Fam98b	NA	4.13	2.87	3.85	4.18	0.14	0.16	4.16	0.84
Fam98c	NA	0.09	0.08	0.08	0.07	0.04	0.03	0.12	0.06
Fan1	NA	0.18	0.2	0.22	0.22	0.92	0.29	0.25	0.24
Fanca	NA	0.14	0.18	0.21	0.15	0.71	0.17	0.18	0.2
Fancb	NA	0.06	0.06	0.06	0.06	0.06	0.11	0.07	0.07
Fancc	NA	0.06	0.07	0.09	0.06	0.24	0.16	0.06	0.03
Fancd2	NA	0.07	0.1	0.08	0.07	0.42	0.42	0.09	0.18
Fance	NA	0.06	0.11	0.17	0.13	0.05	0.07	0.11	0.05
Fancf	NA	0.14	0.14	0.18	0.19	0.17	0.08	0.26	0.2
Fancg	NA	0.05	0.06	0.06	0.06	0.1	0.05	0.08	0.11
Fanci	NA	0.12	0.13	0.12	0.15	0.7	1.15	0.12	0.32
Fancl	NA	0.12	0.1	0.12	0.1	0.04	0.02	0.06	0.05
Fancm	NA	0.32	0.3	0.28	0.32	0.44	0.32	0.25	0.32
Far1	NA	0.04	0.04	0.04	0.04	0.06	0.07	0.04	0.06
Far2	NA	0.03	0.03	0.06	0.05	0.08	0.22	0.03	0.09
Fars2	NA	0.09	0.1	0.08	0.07	0.16	0.15	0.1	0.13
Farsa	NA	0.14	0.17	0.14	0.12	0.12	0.16	0.2	0.12
Farsb	NA	0.09	0.08	0.08	0.06	0.15	0.36	0.07	0.08
Fas	NA	0.29	0.26	0.29	0.35	0.09	0.32	0.2	0.21
Fasn	NA	0.18	0.3	0.22	0.16	0.54	1.62	0.16	0.29
Fastk	NA	0.01	0.01	0.02	0.01	0.05	0.04	0.02	0.03
Fastkd1	NA	0.12	0.07	0.1	0.11	0.16	0.11	0.11	0.1
Fastkd2	NA	0.08	0.06	0.08	0.07	0.12	0.16	0.07	0.07
Fastkd3	NA	0.06	0.04	0.07	0.05	0.07	0.05	0.06	0.05
Fastkd5	NA	0.09	0.08	0.05	0.06	0.9	0.28	0.04	0.11
Fau	NA	0.29	0.22	0.17	0.22	0.01	0.02	0.17	0.08
Fbf1	NA	0.25	0.2	0.29	0.15	0.24	0.18	0.37	0.59
Fbh1	NA	0.09	0.09	0.11	0.11	0.35	0.34	0.11	0.15
Fbl	NA	0.14	0.17	0.13	0.13	0.02	0.04	0.12	0.06
Fbp1	NA	0.12	0.07	0.13	0.05	0.08	0.35	0.1	0.1
Fbrs	NA	0.23	0.25	0.24	0.2	0.2	0.05	0.3	0.28
Fbrsl1	NA	0.18	0.25	0.33	0.17	0.24	0.1	0.4	0.46
Fbxl14	NA	0.03	0.03	0.03	0.02	0.04	0.02	0.04	0.04
Fbxl17	NA	0.07	0.04	0.08	0.07	0.16	0.06	0.05	0.06
Fbxl19	NA	0.27	0.14	0.5	0.31	0.32	0.23	0.52	0.18
Fbxl20	NA	0.07	0.05	0.08	0.05	0.07	0.04	0.06	0.07
Fbxl3	NA	0.02	0.03	0.02	0.03	0.02	0	0.02	0.02
Fbxl4	NA	0.06	0.03	0.06	0.05	0.04	0.02	0.04	0.05
Fbxl5	NA	0.07	0.04	0.04	0.05	0.1	0.03	0.06	0.07
Fbxl6	NA	0.05	0.06	0.06	0.06	0.03	0.03	0.05	0.04
Fbxo11	NA	0.43	0.28	0.52	0.29	0.24	0.11	0.33	0.25
Fbxo21	NA	0.13	0.08	0.15	0.15	0.18	0.24	0.19	0.11
Fbxo22	NA	0.1	0.1	0.08	0.09	0.11	0.12	0.13	0.11
Fbxo25	NA	0.08	0.07	0.07	0.1	0.05	0.01	0.05	0.08
Fbxo28	NA	0.07	0.08	0.04	0.04	0.06	0.03	0.06	0.04
Fbxo3	NA	0.13	0.15	0.13	0.16	0.21	0.15	0.13	0.19
Fbxo30	NA	0.12	0.12	0.12	0.12	0.19	0.17	0.11	0.17
Fbxo31	NA	0.09	0.09	0.14	0.09	0.14	0.14	0.12	0.08
Fbxo33	NA	0.03	0.02	0.02	0.02	0.02	0.01	0.04	0.03
Fbxo34	NA	0.16	0.15	0.13	0.15	0.27	0.18	0.1	0.15
Fbxo38	NA	0.15	0.14	0.17	0.16	0.45	0.45	0.18	0.31
Fbxo4	NA	0.07	0.06	0.07	0.05	0.03	0	0.03	0.05
Fbxo42	NA	0.14	0.1	0.12	0.13	0.25	0.18	0.13	0.15
Fbxo45	NA	0.02	0.01	0.02	0.01	0.03	0.03	0.02	0.02
Fbxo46	NA	0.15	0.19	0.15	0.16	0.16	0.34	0.24	0.2
Fbxo48	NA	0.34	0.22	0.37	0.35	0.39	0.12	0.19	0.49
Fbxo5	NA	0.09	0.1	0.06	0.1	0.06	0.06	0.08	0.07
Fbxo6	NA	0.09	0.11	0.07	0.07	0.07	0.1	0.09	0.07
Fbxo7	NA	0.08	0.07	0.08	0.1	0.07	0.09	0.07	0.06
Fbxo8	NA	0.04	0.02	0.03	0.03	0.07	0.02	0.05	0.08
Fbxo9	NA	0.04	0.03	0.07	0.03	0.18	0.11	0.08	0.05
Fbxw11	NA	0.04	0.04	0.04	0.04	0.08	0.05	0.04	0.07
Fbxw17	NA	0.04	0.02	0.02	0.04	0.07	0.07	0.08	0.09
Fbxw2	NA	0.03	0.02	0.03	0.03	0.09	0.02	0.04	0.03
Fbxw4	NA	0.12	0.22	0.14	0.17	0.04	0.01	0.14	0.04
Fbxw5	NA	0.03	0.03	0.05	0.03	0.2	0.17	0.06	0.04
Fbxw7	NA	0.1	0.07	0.11	0.09	0.22	0.16	0.13	0.07
Fbxw8	NA	0.15	0.18	0.18	0.14	0.26	0.39	0.17	0.16
Fcer1g	NA	0.02	0.01	0.01	0.01	0	0	0.01	0.01
Fcf1	NA	0.14	0.09	0.11	0.11	0.01	0.02	0.08	0.04
Fcgr2b	NA	0.1	0.09	0.09	0.09	0.05	0.1	0.09	0.1
Fcgr3	NA	0.03	0.03	0.03	0.03	0.02	0.07	0.02	0.02
Fcgr4	NA	0.13	0.12	0.09	0.12	0.02	0.05	0.08	0.09
Fcgrt	NA	0.27	0.16	0.38	0.19	0.06	0.11	0.26	0.16
Fcho1	NA	0.07	0.05	0.07	0.07	0.18	0.17	0.07	0.08
Fcho2	NA	0.08	0.1	0.12	0.1	0.18	0.11	0.1	0.18
Fchsd1	NA	0.15	0.19	0.1	0.18	0.11	0.04	0.13	0.09
Fchsd2	NA	0.24	0.24	0.31	0.24	0.26	0.13	0.23	0.44
Fcnb	NA	0.17	0.46	0.25	2.03	0.07	0.62	0.26	0.3
Fcsk	NA	0.07	0.09	0.12	0.11	0.18	0.12	0.08	0.09
Fdft1	NA	0.27	0.33	0.28	0.24	0.09	0.19	0.24	0.26
Fdps	NA	0.03	0.03	0.03	0.04	0.02	0.03	0.04	0.02
Fdx1	NA	0.06	0.05	0.05	0.06	0.01	0.01	0.06	0.03
Fdxacb1	NA	0.03	0.04	0.06	0.03	0.08	0.06	0.05	0.04
